Kod zavodu         : 130601087
Nazev zavodu       : Žebříček B - Čechy, Oblastní žebříček
Zarazeni do soutezi: 
Datum konani       : 01.06.2013
Misto konani       : Bohdalec
Poradatel          : PZR - UNITOP SKP Žďár nad Sázavou
Mapa               : Polák
Reditel zavodu     : Rosecká Alena
H45B      Mutinský Viktor          KUO6501  66.13
H45B      Karvánek Petr            BOR6600  66.28
H45B      Valach Petr              LPU6505  67.19
H45B      Kober Michal             LPU6702  68.09
H45B      Uher Petr                VSP5001  68.32
H45B      Klaška Jan               XXX      69.10
H45B      Procházka Tomáš          LPU6503  69.44
H45B      Semík Jan                VSP6507  71.59
H45B      Petráček Aleš            SJI6301  73.23
H45B      Hartman Aleš             VSP6506  73.53
H45B      Siegl Roman              MFP6700  74.28
H45B      Kubec Pavel              STB6601  74.44
H45B      Parkán Jiří              SJH6801  75.00
H45B      Koč Zdeněk               MKP4700  75.47
H45B      Procházka Radek          LPU6504  75.55
H45B      Aster Vladimír           SLA6500  81.32
H45B      Hlava Miroslav           KON6515  82.09
H45B      Tomaščin Jaroslav        MKP5800  83.56
H45B      Staněk Rostislav         VPM6801  87.19
H45B      Hanuš Pavel              LTU6501 102.35
H45B      Dobeš Václav             KPY5701 143.41
H50B      Poloprutský Tomáš        VLI6205  51.48
H50B      Němeček Jan              VSP6201  53.33
H50B      Folprecht Miroslav       TUR5501  55.38
H50B      Přibík Jan               PGP6301  59.18
H50B      Slavík Viktor            PGP6300  59.53
H50B      Hones Scpp               XXX      60.22
H50B      Hirš Libor               VBM6000  61.23
H50B      Kamenický Radan          OSN6004  64.24
H50B      Betlach Miroslav         DKP6300  65.29
H50B      Roudný Václav            LPU6102  66.46
H50B      Hrabánek David           PGP6003  67.20
H50B      Zeman Jaroslav           CHT5901  67.48
H50B      Robotka Libor            PBM5303  71.32
H50B      Blabla Zdeněk            PCB5901  71.42
H50B      Novotný Miroslav         LPU5905  71.55
H50B      Pulec Pavel              VBM6201  72.11
H50B      Pavlovec Petr            BOR6303  74.57
H50B      Imlauf Martin            SNA6301  75.45
H50B      Vrabec Martin            SCP6100  78.12
H50B      Wurzel Břetislav         OSN6005  78.19
H50B      Bořil Petr               SJI6207  79.46
H50B      Fiala Zdeněk             TAP5501  80.18
H50B      Hejtmánek Vladimír       TAP5802  82.13
H50B      Hošek Ladislav           SCP6001  82.17
H50B      Vydra Pavel              PEN6200  85.54
H50B      Pavlů Jaroslav           DCE6100  87.14
H50B      Grivalský Michal         PGP5900 126.44
H55B      Škorpil Martin           HOR5700  49.22
H55B      Hausvater Karel          SHK5801  53.52
H55B      Šedivý Jiří              EKP5500  54.40
H55B      Dušátko Petr             PHK5702  55.16
H55B      Knap Jan                 LPU5101  56.12
H55B      Pilař Karel              MAS5501  56.30
H55B      Červinka Jaroslav        OKP5803  56.33
H55B      Běhoun Pavel             PHK5701  56.46
H55B      Kaška Rudolf             CHA5500  56.50
H55B      Koudelný Jiří            TTR5401  62.17
H55B      Štěrba Pavel             LPU5408  62.23
H55B      Konopáč Jiří             TUR5803  62.34
H55B      Hanzl Vlastimil          VBM5329  62.44
H55B      Klusáček Martin          TTR5601  63.01
H55B      Šebesta Vlastislav       TBM5807  63.11
H55B      Jun Drahomír             KNC5501  65.11
H55B      Jaroš Vladimír           DCE5400  68.24
H55B      Cedrych Karel            TJP5500  68.44
H55B      Hájek Jan                MAS5401  70.33
H55B      Šámal Václav             PGP5601  73.30
H55B      Gazdačko Milan           SHK5702  74.36
H55B      Borák Stanislav          EKP5212  74.54
H55B      Vícha Vladimír           LPU5801  76.46
H55B      Kraus Ota                TJP5700  80.36
H55B      Doležal Miroslav         PGP5501  90.18
H55B      Svobodný Petr            DKP5800  90.58
H55B      Jahn Pavel               SCP5500 111.21
H60B      Farář Václav             LPU5201  47.44
H60B      Kalibán Jaroslav         NPA5101  48.19
H60B      Knobloch Jindřich        VRL4901  48.55
H60B      Zabloudil Pavel          TBM5003  54.11
H60B      Farář Jaroslav           VRL5002  54.47
H60B      Horáček Miroslav         VLI5000  55.32
H60B      Provazník Jiří           TUR5102  58.17
H60B      Rejmont Milan            LTU4801  58.22
H60B      Stehno Pavel             DKP4900  59.02
H60B      Hora Vladimír            VSP5100  61.32
H60B      Ševčík Milan             CHA5003  61.42
H60B      Štregl Tomáš             VRL5001  65.48
H60B      Přeček Zdeněk            SCP5200  68.41
H60B      Sáňka Bedřich            LPU5102  68.49
H60B      Toušek Miloslav          MKP5000  71.08
H60B      Hojný Oldřich            SCP5201  87.35
H65B      Švadlena Jiří            CHC4601  42.05
H65B      Buriánek Jaromír         SCP4700  48.07
H65B      Peterka Josef            LLI4702  48.36
H65B      Jakubec Jindřich         TUR4801  51.07
H65B      Hrobař Rudolf            SRK4702  52.01
H65B      Procházka Aleš           DKP4700  52.45
H65B      Pospíšil Jiří            TUV4701  53.24
H65B      Fridrich Jaroslav        LPU4501  54.13
H65B      Fišák Jan                MLA4401  56.26
H65B      Novák Miloš              SCP4600  57.02
H65B      Jirásek Jaroslav         SCH4701  58.54
H65B      Rychtecký Josef          VCB4801  61.20
H65B      Nosál Stanislav          LBE4600  63.33
H65B      Šafařík Bedřich          CST4601  63.33
H65B      Dokoupil Vladimír        VBM4806  63.58
H65B      Ryšavý Vít               TJP4700  64.29
H65B      Fiala Miloš              KSH4801  64.42
H65B      Matoušek Luboš           LJN4700 128.52
H65B      Valter Petr              KBP4500 888.88
H70B      Čadil Jan                FSP4300  48.00
H70B      Gřunděl Ivan             SJH4201  53.56
H70B      Suchý Karel              PGP4300  60.43
H70B      Málek Josef              LPU3901  62.15
H70B      Dohnal Josef             VSP4300  63.35
H70B      Procházka Zdenko         DKP4300  65.52
H70B      Beránek Miroslav         BOR3900  69.22
H70B      Máslo Miroslav           SHK4001  77.37
H75B      Havlík Jaroslav          SJC3601  42.25
H75B      Křtěnský Jaroslav        BOR3600  53.37
H75B      Mikulecký Jan            PHK3801  56.45
H75B      Mašek Pavel              BOR3602  63.26
H75B      Semorád Miloš            SCP3300  66.53
H75B      Vondra Jaroslav          FSP3300  72.04
H75B      Langr Jan                BOR3601  73.32
H75B      Hanák Milan              FSP3400  82.23
H75B      Kalivoda Viktor          KNC3300 888.88
D10C      Sobotková Klára          PZR0351  21.03
D10C      Vedrová Ela              TBM0357  23.46
D10C      Koberová Kateřina        LPU0352  25.00
D10C      Hankovcová Helena        KAM0350  26.24
D10C      Staňková Radka           VPM0452  29.44
D10C      Thýnová Martina          SHK0350  30.00
D10C      Veselá Aneta             SJH0352  31.06
D10C      Kubičková Kristýna       SJH0452  37.31
D10C      Bartošová Marie          MLA0451  45.24
D10C      Nešporová Marie          TTR0351  48.31
D10C      Polanská Nelly           PZR0152 888.88
D10N      Teringlová Vendula       VCB0451  27.30
D10N      Šimšová Pavla            MFP0551  33.04
D10N      Šauli Kateřina           VPM0456  42.59
D10N      Benešová Michaela        SJH0651  47.06
D10N      Kubičková Kateřina       SJH0652  58.13
D10N      Jedličková Josefína      VSP0651  84.13
D10N      Baldriánová Eva          VSP0751  88.16
HDR       Nešpor Jiří              TTR0502  25.19
HDR       Vedra Tobiáš             TBM0621  28.54
HDR       Kamenická Tereza Ester   OSN0888  30.47
HDR       Cincibusová Lenka        FSP0450  33.09
HDR       Jíra Filip               ROZ0500  33.50
HDR       Prášil Šimon             TTR      34.56
HDR       Procházková Doubravka    ADA0651  36.12
HDR       Palát Přemysl            TTR      36.37
HDR       Doucha Tomáš             SNA0801  39.21
HDR       Kalinová Ella            EKP0961  41.06
HDR       Přibíková Agáta          PGP0651  42.30
HDR       Venhoda Lukáš            SJI0801  42.43
HDR       Nešporová Terezie        TTR0852  44.36
HDR       Přibylová Anežka         TTR05    45.20
HDR       Dvořáček Jan             TTR0701  45.21
HDR       Teringl Vojtěch          VCB0702  45.45
HDR       Dvořáčková Jana          TTR0703  46.10
HDR       Matušincová Anna         EKP0560  46.27
HDR       Štěpánek Jan             TBM0607  47.41
HDR       Ševčík Daniel            TBM0508  48.11
HDR       Štěpánek Ondřej          TBM06    48.14
HDR       Oujeský Lukáš            ADA0808  60.19
HDR       Straková Denisa          SLA0750  64.39
HDR       Pospíšil Martin          PBM0801 123.38
HDR       Ševčík Filip             TBM     888.88
HDR       Jedlička Aleš            VSP0800 888.88
P3        Rožková Petra            MFP7551  27.25
P3        Hladíková Gábina         STH9551  40.30
P3        Brázdilová Radka         ODV6950  41.54
P3        Matějů Ivan              UVP4600  47.06
P3        Hanušová Jitka           LTU6352  47.16
P3        Haider Anna              XXX      52.52
P3        Švíková Jana             SJI6852  61.00
P3        Albrecht Vladimír        KAM7800  66.25
P3        Pinterová Kateřina       VBM6651  76.27
P3        Kaňáková Petra           SJI8751  77.14
P3        Pospíšilová Iva          PBM7750 888.88
P3        Burkoň Vojtěch           CHT     888.88
P3         Veselá                  XXX     888.88
H10N      Hasman Jakub             VPM0501  21.38
H10N      Jelínek Kryštof          RUZ0301  25.43
H10N      Doucha Martin            SNA0501  29.46
H10N      Pelc Tadeáš              CST0601  31.52
H10N      Král Adam                CTB0501  32.27
H10N      Jelínek Filip            RUZ0500  33.12
H10N      Dvořáček Jakub           TTR0302  34.04
H10N      Zlesák Matyáš            CHT0601  40.55
H10N      Dvořáček Tomáš           TTR0503  51.56
H10N      Rožek Vojtěch            MFP0501  62.10
H10N      Zrník Tomáš              OSN0606 888.88
H10N      Vacek František          CHT0501 888.88
H10N      Přibyl Jan               TTR0303 888.88
H10C      Milán Jakub              TBM0411  16.16
H10C      Dundáček Karel           SJH0401  21.29
H10C      Pelc Matyáš              CST0401  22.46
H10C      Gryc Ondřej              TBM0406  23.41
H10C      Šrámek Jaromír           MFP0303  24.10
H10C      Peterka Jakub            LLI0404  24.54
H10C      Prášil Tomáš             TTR0501  27.53
H10C      Venhoda Matěj            SJI0301  28.12
H10C      Rožek Vilém              MFP0301  29.06
H10C      Palát Tomáš              ABM0307  30.12
H10C      Šauli Filip              VPM0301  31.23
H10C      Baldrián Tomáš           VSP0405  34.50
H10C      Vaněček Tomáš            SJH0404  35.11
H10C      Janoušek Slávek          BOR0400  36.34
H10C      Janas Adam               PGP0404  43.14
H10C      Javůrek Tomáš            VSP0302  56.44
D21D      Zajícová Markéta         TAP9054  54.58
D21D      Rudolfová Jana           SJC7752  58.27
D21D      Loskotová Daniela        XXX      58.57
D21D      Píšová Lucie             SJH8151  59.52
D21D      Synková Petra            DOK7950  71.19
D21D      Vacková Petra            CHT7852  76.38
D21D      Tereza Daňková           KON8686  81.33
D21D      Palátová Lenka           TTR7551  87.27
D21D      Krejsová Martina         CHT8152  92.37
D21D      Peterková Viktorie       LLI7551  98.11
D21D      Jelínková Hana           CTB8152 104.12
D35C      Ševčíková Pavla          TBM7355  56.31
D35C      Kubáňová Jana            TBM7275  56.51
D35C      Chaloupková Lenka        CHC6951  64.25
D35C      Benešová Iva             SJH7051  65.10
D35C      Posseltová Romana        TJN7050  66.40
D35C      Hojná Tereza             SJH6951  67.20
D35C      Procházková Lucie        ADA7651  70.01
D35C      Rusinová Alena           BRU7152  71.48
D35C      Kučerová Vladimíra       CHT6460  72.41
D35C      Mutinská Zdeňka          KUO6499  73.12
D35C      Kubičková Martina        SJH7752  73.56
D35C      Pelcová Pavla            CST7454  77.18
D35C      Šauli Iva                VPM7852  78.58
D35C      Buková Jana              ROU7150  82.29
D45C      Voborníková Eva          CTB6851  52.05
D45C      Janotová Dobra           TBM5662  52.11
D45C      Syslová Iva              TTR6151  56.16
D45C      Veverková Yveta          VAM6452  66.30
D45C      Černíková Zdeňka         OSN5964  74.21
D45C      Peřinková Irena          BBM6550  82.12
D45C      Řezníčková Hana          CHT6052  83.46
D45C      Rajnošková Marie         BZR6051  85.03
D45C      Jahodová Marie           SJI6355  90.03
D45C      Foltýnová Lenka          SJI6751  90.55
D45C      Zimmerová Lenka          ZVO6451  93.44
D55C      Slámová Hana             TBM4951  49.58
D55C      Jelínková Jana           RUZ5552  60.32
D55C      Henková Svatava          RBK5454  91.31
D55C      Podhorská Věra           FJI5252  98.05
D55C      Skoumalová Marie         KON4589 127.16
H21D      Šimon Václav             LBE9100  50.00
H21D      Zitka Adam               LPU8402  55.39
H21D      Klvaňa Milan             CHT7502  65.15
H21D      Vacek František          CHT7001  74.41
H21D      Zeman Jaroslav           DOB8844  79.48
H21D      Vaněček Roman            37C7700  85.21
H21D      Urbaník Robert           VLI7002  85.49
H21D      Dressler Jan             SBK7911  88.02
H21D      Pobuda Michal            SJH7403  93.24
H21D      Červinka Jaroslav        OKP9000 106.11
H21D      Plíhal Tomáš             SJI8509 888.88
H35C      Beneš Jan                SJH7001  71.47
H35C      Kubičko Pavel            SJH7201  74.59
H35C      Šindelka Antonín         RBK7215  75.16
H35C      Nešpor Jan               TTR6101  76.08
H35C      Štolfa Jaromír           ZBM7506  76.41
H35C      Kubáň Pavel              TBM7506  77.15
H35C      Dundáček Milan           SJH6902  77.31
H35C      Milán Radek              TBM      79.27
H35C      Veselý Oldřich           SJH7101  80.31
H35C      Čížek Petr               ADA7101  81.41
H35C      Procházka Jiří           ADA7512  84.07
H35C      Sedlář Petr              TBM7319  85.32
H35C      Kubičko Petr             SJH6901  87.49
H35C      Dvořáček Jan             TTR7701  95.49
H35C      Rusin Jan                BRU7601  96.48
H35C      Jelínek Jaromír          CTB7702 101.40
H35C      Širůček Jaromír          XXX     110.36
H35C      Horký Tomáš              TBM6747 111.49
H35C      Halíř Radim              MFP7000 113.02
H45C      Rajnošek Zdeněk          BZR6301  50.03
H45C      Voborník Petr            CTB6601  53.23
H45C      Černík Zdeněk            OSN6025  57.27
H45C      Patočka Petr             BBM6300  57.56
H45C      Kopecký Zdeněk           SJI6002  57.57
H45C      Kaňák Petr               SJI6115  58.18
H45C      Gryc Jan                 TBM6709  58.34
H45C      Melichar Igor            PHK6504  63.05
H45C      Sysel Svatobor           TTR6202  65.34
H45C      Hrstka Vladislav         JHB5702  65.48
H45C      Truhlář Karel            ADA5111  66.00
H45C      Jordanov Nikolaj         VBM6501  69.54
H45C      Chaloupka Stanislav      CHC6703  70.01
H45C      Posselt Martin           TJN6802  71.17
H45C      Buk Miloslav             ROU6202  72.07
H45C      Romanovský Alois         SJH6101  78.30
H45C      Nosek Vladimír           SJH5901  82.57
H45C      Borovička Milan          FSP6104  97.38
H45C      Ledvina Tomáš            XXX     888.88
H55C      Matras Jaroslav          CHT5301  50.04
H55C      Kolařík Zdeněk           SBK5406  51.48
H55C      Paulíček Jiří            SJI4911  55.44
H55C      Věžník Antonín           ADA5505  57.11
H55C      Klimpl Petr              LPU5401  57.27
H55C      Žemlička Zbyněk          CHT5501  57.49
H55C      Jelínek Luboš            RUZ5504  60.34
H55C      Blecha Ladislav          FJI5106  61.17
H55C      Sláma Dušan              TBM4730  62.30
H55C      Henek Milan              RBK5307  62.39
H55C      Denemarek Oldřich        BBM5100  62.59
H55C      Potěšil Václav           VBM5613  68.13
H55C       Procházka               TBM4907  75.56
H65C      Starka František         CHT4801  93.32
P6        Bučánek Antonín          ODR      38.05
P6        Vik Martin               STH9206  39.07
P6        Kohout Josef             SHK6902  46.30
P6        Lounková Lucie           XXX      55.45
P6        Burkoň Tomáš             CHT9105  60.15
P6        Ševčík Robert            TBM7010  66.15
P6        Hrušková Lenka           YBM6251  66.32
P6        Pelánek Libor            TBM7409  69.29
P6        Jirka Roman              TTR      70.50
P6        Luksa Jakub              KON      71.49
P6        Škrabálek Jan            XXX      72.24
P6        Syslová Petra            TTR      73.41
P6        Viková Vendula           STH8951  74.40
P6        Grundmannová Hana        LTU9251  76.23
P6        Trš Lubomír              PBM7302  77.36
P6        Kroutil Vojtěch          XXX      95.41
P6        Vyhnálková Petra         MFP75    98.07
P6        Janoch Martin            XXX     108.26
P6        Beranová Jana            1GC1350 888.88
P6        Hlaváčová Šárka          TBM7258 888.88
